id,budget,revenue,runtime,status,tagline,production_countries,spoken_languages,production_companies
424783,135000000,467989645,114,Released,Every hero has a beginning.,CN|US,en,Paramount Pictures|Allspark Pictures|Bay Films|di Bonaventura Pictures|DeSanto/Murphy Productions|Tencent Pictures
516486,50300000,0,92,Released,The only thing more dangerous than the front lines was the fight to get there.,CA|CN|US,en,Playtone|Bron Studios|FilmNation Entertainment|Sycamore Pictures|Zhengfu Pictures|Sony Pictures|Stage 6 Films
396371,30000000,59284015,141,Released,Deal with her.,US,en,The Mark Gordon Company|Pascal Pictures
16996,20000000,136300000,102,Released,Who says you're only young once?,US,en,New Line Cinema|Offspring Entertainment
1022796,175000000,254997360,95,Released,Be careful what you wish for.,US,en,Walt Disney Animation Studios
88751,45000000,101702060,93,Released,Same planet. Different world.,US,en|is|it,New Line Cinema|Walden Media|Journey Films
341174,55000000,381545846,118,Released,Every fairy tale has a dark side.,US,en,Universal Pictures|Michael De Luca Productions|Perfect World Pictures
501170,45000000,72385286,152,Released,Return to the Overlook.,US,en,Vertigo Entertainment|Intrepid Pictures|Warner Bros. Pictures
2666,27000000,27200000,101,Released,"They built the city to see what makes us tick. Last night, one of us went off.",AU|US,en,New Line Cinema|Mystery Clock Cinema
800158,175000000,362113,118,Released,Execution is everything.,US,en|fr|es,Netflix
1966,155000000,167298192,176,Released,The greatest legend of all was real,FR|DE|NL|GB|US|IT,en,Intermedia Films|IMF Internationale Medien und Film 3 & Produktions|Gordian Productions|The Great Filmproductie|Cecchi Gori Group|Renn Productions|Pathé|Warner Bros. Pictures
570670,7000000,144492724,124,Released,What you can't see can hurt you.,AU|US,en,Blumhouse Productions|Goalpost Pictures|Nervous Tick Productions
850165,15900000,40130232,133,Released,Sons. Brothers. Champions.,GB|US,en,House Productions|BBC Film|A24|Access Entertainment
340666,22500000,29300000,116,Released,When you love someone you can't just throw it away.,US|CN|GB,en,Fade To Black|Artina Films|Focus Features|Perfect World Pictures|Tom Ford
2770,30000000,287553595,111,Released,This summer it's all about sticking together.,US,en,Universal Pictures|Zide-Perry Productions|LivePlanet
7512,30000000,495303,85,Released,"In the future, intelligence is extinct.",US,en,20th Century Fox|Ternion Pictures
9339,82500000,240685326,107,Released,What if you had a universal remote...that controlled your universe?,US,en|pt|ja,Original Film|Revolution Studios|Columbia Pictures|Happy Madison Productions
298312,5000000,98450062,94,Released,No one loves you like your grandparents.,US,en,Blumhouse Productions|Blinding Edge Pictures
72545,79000000,355692760,94,Released,Believe the impossible. Discover the incredible.,US,en,Walden Media|New Line Cinema|Contrafilm
11013,4000000,9300000,111,Released,Assume the position.,US,en,Slough Pond|double A Films|TwoPoundBag Productions
8831,28000000,128953581,98,Released,They killed his wife ten years ago. There's still time to save her.,US|JP,en,Renaissance Pictures|Dark Horse Entertainment|Largo Entertainment|Signature Pictures|JVC Entertainment
353491,60000000,113231078,95,Released,There are other worlds than these.,US,en,Columbia Pictures|MRC|Imagine Entertainment|Weed Road Pictures
62213,150000000,245527149,113,Released,Every family has its demons.,US,en,Village Roadshow Pictures|Infinitum Nihil|GK Films|The Zanuck Company|Warner Bros. Pictures
10661,90000000,204313400,113,Released,Lather. Rinse. Save the world.,US,en|he,Relativity Media|Happy Madison Productions|Columbia Pictures
166424,120000000,167977596,100,Released,Change is coming.,GB|DE|US,en,20th Century Fox|Constantin Film|Marvel Entertainment|Marv|Genre Films|Robert Kulzer Productions|TSG Entertainment
581392,17000000,42698327,116,Released,Escape the apocalypse.,KR,en|ko,Next Entertainment World|RedPeter Films|Contents Panda|Union Investment Partners|Michigan Venture Capital
228165,74000000,325186032,93,Released,Making waves in our world.,US,en,Paramount Animation|Paramount Pictures|Nickelodeon Movies|United Plankton Pictures|Disruption Entertainment
479455,110000000,253890701,115,Released,The world's not going to save itself.,CN|US,fr|en,Amblin Entertainment|Parkes+MacDonald Image Nation|Columbia Pictures|Tencent Pictures
531219,0,29303571,104,Released,Witches are real!,MX|GB|US,en,ImageMovers|Warner Bros. Pictures|Necropia Entertainment|Esperanto Filmoj|The Roald Dahl Story Company
1729,55000000,127906624,104,Released,The battle for eternity is the fantasy of a lifetime.,CN|HK|US,en|zh|fr,Casey Silver Productions|China Film Co-Production|Relativity Media|Lionsgate|The Weinstein Company|Arclight Films|Huayi Brothers Pictures|J&J Project|Salon Films
1246,24000000,155929020,102,Released,It ain't over 'til it's over.,US,en,Metro-Goldwyn-Mayer|Revolution Studios|Chartoff Productions|Winkler Films|Columbia Pictures
1452,223000000,391081192,154,Released,Look up in the sky!,US,en,Warner Bros. Pictures|Legendary Pictures|Peters Entertainment|Bad Hat Harry Productions|DC
375588,100000000,86493046,116,Released,The legend you know. The story you don’t.,US,en,Appian Way|Safehouse Pictures|Summit Entertainment|Thunder Road|TIK Films|EMG Management|Lionsgate
495764,75000000,205537933,109,Released,Mind over mayhem.,US,en,Warner Bros. Pictures|DC Films|LuckyChap Entertainment|Clubhouse Pictures|Kroll & Co Entertainment
2675,72000000,408200000,106,Released,It's not like they didn't warn us.,US,en|pt,Touchstone Pictures|Blinding Edge Pictures|The Kennedy/Marshall Company
2300,80000000,250200000,87,Released,Get ready to jam.,US,en,Warner Bros. Family Entertainment|Ivan Reitman Productions
265208,30000000,6738764,92,Released,Never bet against a man with a killer hand.,US|FR,en,SJ Pictures|SJ Heat Productions|Current Entertainment|Lionsgate|Sierra/Affinity|Silver State Production Services|Cinema Seven Productions
10771,60000000,104400000,99,Released,He's not looking for trouble...he's wearing it.,US,cn|en,DreamWorks Pictures|Vanguard Films|Paramount Pictures|Parkes+MacDonald Production
594767,110000000,134221819,130,Released,Oh. My. Gods.,US,en|hu,The Safran Company|New Line Cinema|DC Films
9522,40000000,288500000,119,Released,Life's a Party. Crash It.,US,en,Avery Pix|New Line Cinema|Tapestry Films
41513,110000000,563749323,103,Released,Smurf happens.,US|BE,en,Columbia Pictures|Sony Pictures Animation|The Kerner Entertainment Company
77950,135000000,282570682,96,Released,He's fast. They're furious.,US,en,DreamWorks Animation
725201,200000000,454023,128,Released,,US,cs|en|fr|de|th,AGBO|Roth-Kirschenbaum Films
560016,10000000,35271631,122,Released,One small ember can burn down everything.,CA|SG|US,hi|en,Thunder Road|Bron Studios|Monkeypaw Productions|Minor Realm|Creative Wealth Media Finance|S'YA Concept|WME Independent
600354,6000000,21029340,97,Released,,FR|GB,en,Les Films du Cru|Film4 Productions|F Comme Film|Trademark Films|Ciné-@
714,110000000,333011068,119,Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,GB,de|en|da|zh|cn,EON Productions
370663,0,33673,91,Released,Where desire lives.,CA,en,Serendipity Point Films
41446,40000000,97231420,111,Released,New decade. New rules.,US,en,Dimension Films|Outerbanks Entertainment|Corvus Corax Productions
77931,105000000,347434178,105,Released,Get ready to get naughty!,US|CA|BE,en,NeoReel|Columbia Pictures|Sony Pictures Animation|Hemisphere Media Capital|The Kerner Entertainment Company
9603,12000000,56631572,97,Released,Sex. Clothes. Popularity. Is there a problem here?,US,es|en,Paramount Pictures|Robert Lawrence Productions|Scott Rudin Productions
688,24000000,182000000,135,Released,"A love like this happens to some of us sooner or later. For Robert and Francesca, it was later.",US,en,Malpaso Productions|Warner Bros. Pictures|Amblin Entertainment
9543,200000000,336365676,116,Released,Defy the Future,US,en,Walt Disney Pictures|Jerry Bruckheimer Films
1493,45000000,212000000,110,Released,Unpolished. Unkempt. Unleashed. Undercover.,US,en|es|fr|ru,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Fortis Films
103663,3800000,18300000,116,Released,The lie is spreading.,DK|SE,da|pl|en,Zentropa International Sweden|Zentropa Entertainments|Film i Väst
49520,52000000,75500000,112,Released,Who says men can't change?,US,en,Universal Pictures|Relativity Media|Original Film|Big Kid Pictures
10054,35000000,147934180,88,Released,Real spies... only smaller.,US,es|en,Troublemaker Studios|Dimension Films|Miramax
547016,70000000,0,125,Released,Forever is harder than it looks.,US,en|it|ru|ar|fr,Skydance Media|Denver & Delilah Productions|Marc Evans Productions
406759,146000000,67319703,131,Released,Humanity will face the dark side of the Moon.,HK|GB|US,fr|en|zh,Centropolis Entertainment|Street Entertainment|Lionsgate|AGC Studios|Huayi Tencent Entertainment|Huayi Brothers International
3176,4500000,30600000,113,Released,Could you kill your best friend?,JP,en|ja,Toei Company|WOWOW|AM Associates|Kobi|Nippan Group Holdings|MF Pictures|GAGA Communications
1645,40000000,152266007,149,Released,Experience a time you'll never forget.,US,en,Regency Enterprises|Warner Bros. Pictures
201085,55000000,74700000,119,Released,Love makes monsters of us all.,US,en,Double Dare You|Legendary Pictures
435,125000000,552639571,124,Released,Where will you be?,US,en|ja|fr|ar|es,20th Century Fox|Centropolis Entertainment|Lionsgate|The Mark Gordon Company
9741,75000000,248118121,106,Released,Are you ready for the truth?,US,en,Barry Mendel Productions|Blinding Edge Pictures|Touchstone Pictures
974576,20000000,115657988,120,Released,What happens behind these walls will change everything.,GB|US,it|es|la|en,FilmNation Entertainment|House Productions|Indian Paintbrush
9286,25000000,118890272,92,Released,This ride will be the death of you.,US,en|ru,New Line Cinema|Hard Eight Pictures|Matinee Pictures|Practical Pictures|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1
399035,30000000,119942387,104,Released,Lives are on the line,US|FR|ES,en,StudioCanal|The Picture Company|Ombra Films
675445,26000000,144327371,86,Released,Our fate is in their paws.,CA|FR|US,en,Spin Master|Nickelodeon Movies|Paramount Pictures|Mikros Image|Mikros Animation
158015,3000000,91266581,85,Released,"One night a year, all crime is legal.",FR|US,en,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions
17903,10000000,18980744,133,Released,"For his last love, fate led him to betray his first love.",KR,ko,Opus Pictures|Showbox|United Pictures|Sponge
57165,150000000,301970083,99,Released,Feel the Wrath.,US|ES,en,"Thunder Road|Legendary Pictures|Cott Productions|Furia de Titanes II, A.I.E.|Warner Bros. Pictures"
17979,200000000,325286646,96,Released,It only takes one night to change your life.,US,en,Walt Disney Pictures|ImageMovers Digital
1125510,0,0,101,Released,Hunger will be the least of your worries.,ES,es,Basque Films
579974,69000000,160000000,187,Released,"Rise, Roar, Revolt",IN,en|te|hi,DVV Entertainment
614930,75000000,180513586,100,Released,Heroes aren't born. They're mutated.,CA|FR|US,en|zh,Paramount Pictures|Nickelodeon Movies|Point Grey Pictures|Cinesite Animation|Mikros Animation
1584,35000000,131098967,110,Released,He just landed the gig of his life: 5th grade.,US,en,Paramount Pictures|Scott Rudin Productions|Munich Film Partners New Century & Company (MFP) SOR Productions
969492,18000000,7021101,113,Released,No man left behind.,US|AU|CZ,fr|en,Broken Open Pictures|Volition Media Partners|Highland Film Group|Hoodlum Entertainment|R.U. Robot Studios|Moonbow|Gosdom Entertainment|Short Porch Pictures|The Avenue Entertainment
1267,150000000,169332978,95,Released,"If you think your family's different, wait 'til you meet the family of the future.",US,en,Walt Disney Animation Studios
4478,38000000,266614059,117,Released,A husband. A wife. A millionaire. A proposal.,US,en,Paramount Pictures
581528,6500000,25775371,110,Released,Don't let the devil win.,KR,ko,Acemaker Movieworks|BA Entertainment|Kiwi Media Group|B&C Content
242828,0,34949567,103,Released,"Promise we'll remain a secret, forever.",JP,ja,Studio Ghibli|Hakuhodo DY Media Partners|KDDI|Nippon Television Network Corporation|TOHO|dentsu|Mitsubishi|Walt Disney Japan
900667,0,171315305,115,Released,An almighty voice. With fiery red locks.,JP,ja,Toei Animation|Shueisha|Toei Company|Fuji Television Network|Bandai|Bandai Namco Entertainment|ADK Emotions|dentsu
14411,60000000,80767884,86,Released,The fantastic tale of his greatest adventure.,US,en,DreamWorks Animation|DreamWorks Pictures
97630,40000000,132800000,157,Released,The greatest manhunt in history.,US,en|ar,Annapurna Pictures|First Light|Mark Boal Productions
484641,34000000,31626978,119,Released,Never make the weapon the target,FR|GP|RU|RS|US,en|it|nl|ru,EuropaCorp|TF1 Films Production|Summit Entertainment|Work in Progress|Fetish Film|Skyprod|Ondamax Films
545609,65000000,0,116,Released,"When the mission ends, redemption begins",US,bn|en|hi,AGBO|Thematic Entertainment|TGIM Films
258489,180000000,356743061,109,Released,Human. Nature.,CA|GB|US,en,Village Roadshow Pictures|Dark Horse Entertainment|Beagle Pug Films|Jerry Weintraub Productions|RatPac Entertainment|Riche Productions|Warner Bros. Pictures
1991,25000000,31126421,113,Released,A crash course in revenge.,US,en,Dimension Films|Troublemaker Studios|Rodriguez International Pictures
169917,28000000,58834384,114,Released,Some people are afraid of all the wrong things.,US,en,Traveling Picture Show Company|Jersey Films|Free State Pictures|Exclusive Media|Cross Creek Pictures|1984 Private Defense Contractors|Da Vinci Media Ventures|Double Feature Films
71676,57000000,132563930,96,Released,He rides again.,AE|US,en,Columbia Pictures|Crystal Sky Pictures|Michael De Luca Productions|Hyde Park Entertainment|Arad Productions|Image Nation Studios|Marvel Entertainment
241554,50000000,71561644,114,Released,One night to live. To die. To run.,US|ES,en,RatPac Entertainment|Vertigo Entertainment|Energy Entertainment|Ombra Films|Warner Bros. Pictures
10501,95000000,76400000,90,Released,They came for the gold. They stayed for the adventure.,US,en,DreamWorks Pictures|DreamWorks Animation
58574,125000000,334615000,129,Released,The game is afoot.,US,en,Village Roadshow Pictures|Silver Pictures|Wigram Productions|Lin Pictures
136799,125000000,347337803,92,Released,Find your happy place.,US,en,DreamWorks Animation
839369,20000000,4232370,117,Released,Some roles are transformative.,US,en,Gloria Sanchez Productions|Killer Films|MountainA|Taylor & Dodge|Project Infinity
8055,32000000,108902486,124,Released,Behind the mystery lies a truth that will make you question everything you know.,DE|US,en|de|el|la,The Weinstein Company|Mirage Enterprises|Studio Babelsberg
1226578,10000000,127961936,101,Released,Say your prayers.,CA|US,en,C2 Motion Picture Group|Saturn Films|Oddfellows Entertainment|Traffic.|Range Media Partners
6557,30000000,160300000,111,Released,She's about to find the perfect fit.,US,en,Fox 2000 Pictures|Spyglass Entertainment|Dune Entertainment III
232672,40000000,128000000,117,Released,"Single dad, no clue. Single mom, flying solo.",US,en,GulfStream Pictures|Happy Madison Productions|RatPac Entertainment
448119,175000000,251410631,101,Released,He's just not a people person.,CN|US,en|fr,Universal Pictures|Team Downey|Perfect World Pictures|Roth-Kirschenbaum Films
838209,0,97974828,134,Released,The vicious emerges.,KR,ko|ja|en,Showbox|MCMC|Pinetown Production
500664,3000000,16976561,100,Released,Not man. Not machine. More.,AU|US,en,Goalpost Pictures|Automatik Entertainment|Blumhouse Productions|Nervous Tick Productions|Film Victoria|BH Tilt|Fulcrum Media Finance
454,14500000,147298761,120,Released,My only love sprung from my only hate.,AU|US,en,20th Century Fox|Bazmark
109414,32000000,126041322,106,Released,Nothing ruins a party like the end of the world.,US,en,Columbia Pictures|Mandate Pictures|Point Grey Pictures
438799,38000000,41657844,110,Released,Stop the unstoppable.,US,en|fr|de|ru,Bad Robot|Paramount Pictures
11852,34000000,54639553,104,Released,The hottest chick in town just switched bodies with the luckiest loser in the world.,US,en,Touchstone Pictures|Happy Madison Productions
14873,20000000,135700000,72,Released,Feel the jungle beat.,US,en,DisneyToon Studios
615173,0,23068596,137,Released,The beginning of everything.,KR,zh|en|hi|ja|ko,Peppermint & Company|Next Entertainment World|Studio & New|Goldmoon Film|Contents Panda|Warner Bros. Korea
869,100000000,362211740,120,Released,,US,en,20th Century Fox|The Zanuck Company
587792,5000000,1818417,90,Released,Live like there's no tomorrow,US,en|es,Limelight|The Lonely Island|Sun Entertainment Culture Los Angeles
682507,24000000,144353965,126,Released,Secrets are buried just beneath the surface.,US,en,3000 Pictures|Hello Sunshine|HarperCollins Publishers
136795,43000000,229930771,117,Released,They're just trying to stay alive long enough to kill each other.,GB|US,en|es|bg,Chernin Entertainment|TSG Entertainment|Ingenious Media|Big Screen Productions|20th Century Fox
51540,35000000,209838559,98,Released,Ever wish your boss was dead?,US,en,New Line Cinema|RAT Entertainment
49049,50000000,41037742,96,Released,Judgement is coming.,ZA|GB|US|IN,en,Rena Film|DNA Films|Reliance Big Entertainment|IM Global|Peach Trees
274862,70000000,123081555,101,Released,Find the ninja within ya.,AU|US,en,Lin Pictures|Lord Miller|Vertigo Entertainment|Warner Animation Group|Animal Logic|The LEGO Group
399174,35000000,72991435,101,Released,Loyalty has a scent. And it smells like rebellion.,US|DE,en|ja,Studio Babelsberg|American Empirical Pictures|Indian Paintbrush|Scott Rudin Productions
64686,175000000,151783839,119,Released,For courage. For loyalty. For honor.,JP|US|GB,en|ja,Mid Atlantic Films|Stuber Pictures|Moving Picture Company|H2F Entertainment|Universal Pictures|Relativity Media
10995,0,5013090,115,Released,"She gave her innocence, her passion, her body. The one thing she couldn't give was her love.",FR|GB|VN,zh|en,Timothy Burrill Productions|Renn Productions|Grai Phang Film Studio|Films A2
6947,60000000,256700000,108,Released,There is no turning back,US,en,Touchstone Pictures|Blinding Edge Pictures|Scott Rudin Productions
550205,0,25860000,99,Released,Three magical wishes. One life changing adventure.,US|CN|CZ,zh|en,Sony Pictures Animation|Tencent Pictures|Base Media|Alkay Animation Prague
782,36000000,12532777,107,Released,There is no gene for the human spirit.,US,en|eo,Jersey Films|Columbia Pictures
1571,110000000,383531464,128,Released,The choice will be clear.,GB|US,en|it|fr,Dune Entertainment|Cheyenne Enterprises|Wintergreen Productions|20th Century Fox|Ingenious Film Partners
521029,27000000,231252591,106,Released,Possess them all.,US,en,Atomic Monster|The Safran Company|New Line Cinema
443791,50000000,40882928,95,Released,7 miles below the ocean surface something has awakened,US,en,Chernin Entertainment|20th Century Fox|TSG Entertainment
522212,25000000,50401502,137,Released,Every generation has its hero. Meet ours.,US,en,Netter Productions|Outlier Society|Endeavor Content|MACRO|One Community|Participant|Warner Bros. Pictures
11459,35000000,86369815,100,Released,Saving the world.. one homework assignment at a time.,US,en,Max Stronghold Productions Inc.|Walt Disney Pictures|Gunn Films
664,92000000,494471524,113,Released,The dark side of nature.,US,en,Warner Bros. Pictures|Universal Pictures|Amblin Entertainment
338766,12000000,37600000,102,Released,Blood always follows money.,US,en,Sidney Kimmel Entertainment|Film 44|OddLot Entertainment|Estrella Media|Lionsgate|CBS Films|Sierra/Affinity|MWM Studios
278924,40000000,125729635,99,Released,Four continents. Three kills... Or the love of his life is dead.,US|DE|FR,bg|en,Davis Films|ME2 Productions|Millennium Media|Summit Entertainment|Nu Image Entertainment|Winkler Films
431693,100000000,171616764,102,Released,Super spy. Super fly.,US,en,Chernin Entertainment|Blue Sky Studios|20th Century Fox Animation
473033,19000000,50023780,136,Released,This is how I win.,US,en|he,A24|Elara Pictures
8619,150000000,211623421,138,Released,The courage to do the impossible lies in the hearts of men.,US,fr|pt|en,20th Century Fox|Miramax|Universal Pictures|Samuel Goldwyn Films
11631,52000000,609841637,108,Released,A mother. A daughter. Three possible fathers. A trip down the aisle you'll never forget.,DE|GB|US,en|el,Littlestar|Playtone|Internationale Filmproduktion Richter
1094138,0,0,107,Released,Take the money and run.,US,en,Roth-Kirschenbaum Films|Feigco Entertainment|Amazon MGM Studios|Big Indie Pictures
396422,15000000,306592201,110,Released,You don't know the real story.,US,en|es,Atomic Monster|New Line Cinema|The Safran Company|RatPac Entertainment
9360,45000000,136885767,90,Released,"When you can't breathe, you can't scream.",BR|PE|US,en,St. Tropez Films|Cinema Line Film Corporation|Middle Fork Productions|Skylight Cinema Foto Art|Columbia Pictures|Skylight Cinema Foto Art (US)
1211957,0,0,100,Released,,US,en,SP Media Group
11220,0,0,98,Released,The night's full of weirdos.,HK,ja|cn|en|zh,Jet Tone Production
62835,40000000,71508440,108,Released,Revenge is beautiful.,FR,en|es,A.J.O.Z. Films|EuropaCorp|Grive Productions|CinéCinéma|Canal+|TF1 Films Production
7214,30000000,76669554,136,Released,It begins on the streets. It ends here.,DE|US,en,Paramount Pictures|MTV Films|Tollin/Robbins Productions|Munich Movie Development & Production & Company (MMDP) Projekt 1
39538,60000000,137551594,106,Released,Nothing spreads like fear.,US|AE,en|cn|zh,Participant|Image Nation Studios|Double Feature Films|Regency Enterprises|Warner Bros. Pictures
949423,1000000,9847490,102,Released,An X-traordinary origin story.,US,en|de,A24|Little Lamb Productions
9374,55000000,149000000,104,Released,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,US,en,Universal Pictures|South Side Amusement Company
9023,80000000,122563539,83,Released,Some legends can never be tamed.,US,en,DreamWorks Animation|DreamWorks Pictures
10201,70000000,223200000,104,Released,One word can change everything.,GB|US,et|en|ko,Warner Bros. Pictures|Village Roadshow Pictures|Heyday Films|The Zanuck Company
837335,0,4933288,131,Released,,IT|FR|CH|TR,en|fr|it|pt,Tempesta|RAI Cinema|Ad Vitam Production|Amka Films|ARTE France Cinéma|RSI|TRT 12 PUNTO
879,70000000,300854823,142,Released,To live would be an awfully big adventure.,US,en,Amblin Entertainment|TriStar Pictures|Allied Stars
1878,18500000,10700000,118,Released,"Buy the ticket, take the ride.",US,en,Summit Entertainment|Universal Pictures|Fear and Loathing LLC|Rhino Films|Shark Productions
1272,50000000,34800000,108,Released,"If it dies, so do we.",GB,en,Ingenious Media|Moving Picture Company|UK Film Council|DNA Films
397243,4000000,6170043,86,Released,Every body has a secret.,GB|US,en,IM Global|Impostor Pictures|42
10715,80000000,68500000,92,Released,How do they solve a mystery when they don't have a clue?,US|DE,en,Goldmann Pictures|Lonely Film Productions|Warner Bros. Pictures|Warner Bros. Feature Animation|Spring Creek Pictures|Baltimore Pictures
8584,55000000,99274467,110,Released,The old west meets the far east.,US|HK,en|zh|es,Touchstone Pictures|Spyglass Entertainment|Birnbaum/Barber Productions|Golden Way Films
718789,200000000,226425420,105,Released,Infinity awaits.,US,en,Pixar
763285,40000000,52303589,136,Released,It was supposed to be a simple heist.,US|JP,cn|en|es,Bay Films|Endeavor Content|New Republic Pictures|Project X Entertainment|Universal Pictures
21966,0,0,144,Released,,JP,ja|ko,Lighthouse Pictures|Artist Film|Be-Wild|Chi to Hone Seisaku Iinkai|Toshiba Entertainment|Xanadu|Asahi Broadcasting Corporation
4977,2600000,946590,90,Released,This is your brain on anime.,JP,en|ja,Madhouse|Sony Pictures
15789,18000000,35348597,78,Released,It's hard to be cool when your Dad is Goofy.,AU|CA|FR|US,en,Walt Disney Pictures|Walt Disney Animation|Phoenix Animation Studios|Pixibox|Walt Disney Animation|Walt Disney Feature Animation
11212,50000000,16671505,99,Released,No bib. No crib. No problem.,US,en|es,20th Century Fox|Hughes Entertainment
2164,55000000,196567262,121,Released,It will take you a million light years from home. But will it bring you back?,US|FR,en|no|sv,Le Studio Canal+|Centropolis Entertainment|Carolco Pictures|Metro-Goldwyn-Mayer
13027,80000000,178800000,118,Released,"If you want to live, you will obey.",DE|GB|US,en,KMP Film Invest|K/O Paper Products|DreamWorks Pictures|Goldcrest Pictures
568160,11100000,192729404,112,Released,A story about the secret of this world that only I and she know.,JP,ja,"CoMix Wave Films|Story|TOHO|KADOKAWA|jeki|Lawson Entertainment|""Weathering With You"" Film Partners"
9208,50000000,150300000,108,Released,Prepare to go ballistic.,US,en,The Mark Gordon Company|WCG Entertainment Productions
8078,70000000,162000000,109,Released,It's already too late.,US,en,20th Century Fox|Brandywine Productions
1656,75000000,142400065,130,Released,Adventure begins with a Z.,US,en|es,Columbia Pictures|Spyglass Entertainment|Amblin Entertainment
9714,32000000,79082515,102,Released,There's a new kid on the block.,US,pl|en,20th Century Fox|Hughes Entertainment
365177,115000000,33017367,101,Released,Chaos loves company.,US|LU,en,Lionsgate|Arad Productions|Picturestart|Gearbox Studios|2K|Hercules Film Fund
1005331,47000000,0,120,Released,"Every holiday season, millions travel safely by air. This Christmas will be different.",US,en,Dylan Clark Productions|DreamWorks Pictures
13186,4000000,0,97,Released,Evil awaits.,DE|US,en,20th Century Fox|Summit Entertainment|Constantin Film
747188,25000000,53857743,105,Released,"""You can't wake up if you don't fall asleep""",US|DE,en,Indian Paintbrush|American Empirical Pictures|Studio Babelsberg
2057,42000000,35402320,116,Released,Lead us into temptation.,FR|CH|US|GB,en|es|la|de|fr|ja,Epsilon Motion Pictures|Via Rosa Productions|Di Novi Pictures|Intermedia Films|Metro-Goldwyn-Mayer|Hyde Park Entertainment|UGC Films
10040,0,101393569,115,Released,You might feel a little prick.,US,en,Village Roadshow Pictures|Castle Rock Entertainment|Fortis Films
796,10500000,76347426,97,Released,"In the game of seduction, there is only one rule: Never fall in love.",US,en,Newmarket Capital Group|Original Film|Neal H. Moritz Productions
11969,25000000,73205065,130,Released,Every town has a story. Tombstone has a legend.,US,en,Cinergi Pictures|Alphaville Films
11247,19000000,70067909,95,Released,Once upon a time... can happen any time.,US,cs|en|de,Dylan Sellers Productions|Gaylord Films|Clifford Werber Productions|Warner Bros. Pictures
299710,0,0,90,Released,,FR,fr,Les Films du Lendemain
616820,33000000,105400796,111,Released,Only one of them will survive.,US,en,Universal Pictures|Blumhouse Productions|Miramax|Rough House Pictures|Trancas International Films
417384,25000000,104545505,108,Released,They're not just stories anymore.,CA|HK|US,en,1212 Entertainment|Double Dare You|Entertainment One|CBS Films|Rolling Hills|Hivemind|Starlight Culture Entertainment Group
678512,14500000,250600000,131,Released,Fight for the light. Silence the darkness.,US,en|es,Santa Fe Films
320,46000000,113714830,118,Released,A tough cop. A brilliant killer. An unspeakable crime.,US,en,Alcon Entertainment|Witt/Thomas Productions|Section Eight
497582,21000000,0,124,Released,Mystery runs in the family.,US,en,PCMA Productions|Legendary Pictures
527641,7000000,92600000,116,Released,"When life keeps you apart, fight for every inch.",US,en|fr|es,Wayfarer Entertainment|CBS Films
11551,40000000,54682547,110,Released,Big Movie.,US,en,DreamWorks Pictures|Universal Pictures|Amblin Entertainment
18823,125000000,493214993,106,Released,The clash begins.,US|GB,en,The Zanuck Company|Legendary Pictures|Thunder Road|Moving Picture Company|Warner Bros. Pictures
9655,20000000,57194667,105,Released,Everybody has a secret...,US,en,Lakeshore Entertainment|DreamWorks Pictures|The Donners' Company
555604,35000000,0,117,Released,Love will give you life.,US,en,The Jim Henson Company|ShadowMachine|Double Dare You
899082,0,0,103,Released,Welcome back to where the magic began.,GB|US,en,Pulse Films|Warner Horizon Unscripted Television|Casey Patterson Entertainment
516729,90000000,211000000,106,Released,A little bear goes a long way.,GB|FR,en|es,Marmalade Pictures|StudioCanal
273477,15000000,14900000,93,Released,Always bring protection.,US,en,Broken Road Productions|Brucks Entertainment|Oops Doughnuts Productions|Paramount Pictures
348893,0,63500000,87,Released,Boyka is back!,BG|US,en,Nu Boyana Viburno
4584,16000000,134582776,136,Released,Lose your heart and come to your senses.,US,en,Columbia Pictures|Mirage Enterprises
10140,155000000,415686217,113,Released,Return to magic. Return to hope. Return to Narnia.,GB|US,en,Fox 2000 Pictures|Walden Media|C.S. Lewis Company
581726,0,0,106,Released,Many lives. Unlimited potential.,US,ar|en|id|it|ja|ru|es|bo,di Bonaventura Pictures|Closest to the Hole Productions|Paramount Pictures|New Republic Pictures|Leverage Entertainment
8914,60000000,164648231,105,Released,Bigger. Smarter. Faster. Meaner.,AU|US,en,Riche-Ludwig Productions|Village Roadshow Pictures|Groucho III Film Partnership|Warner Bros. Pictures
1159311,0,32224616,110,Released,"A sudden emergence of a new threat... Next, it's our turn!",JP,ja,BONES|TOHO|Yomiuri Telecasting Corporation|Shueisha|Nippon Television Network Corporation|dentsu|Sony Music Entertainment (Japan)|movic
20662,200000000,321669741,140,Released,"Rise and rise again, until lambs become lions",US,en|fr|uk,Imagine Entertainment|Relativity Media|Scott Free Productions
1572,90000000,366101666,128,Released,Think fast. Look alive. Die hard.,US,en|de|ro,20th Century Fox|Cinergi Pictures|Andrew G. Vajna Productions
293863,25000000,65663276,112,Released,Love is timeless.,US,en,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate
